name,review_count,rating,address1,address2,city,state,zip_code,url,id,latitude,longitude,alias,title,price
"Casa La Doña",692,4.5,"800 S Main St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/casa-la-do%C3%B1a-los-angeles-2?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,5o_XEyhLrgpB6Cmeqp9NGg,34.0427123,-118.2531436,mexican,Mexican,2
"Maxwell Edwins Pop Up Brunch",5,4.0,"221 W 7th St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/maxwell-edwins-pop-up-brunch-los-angeles?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,xIOM_74FRDY7ydhZcoSHqQ,34.0450847,-118.252874,breakfast_brunch,"Breakfast & Brunch",2
"Paradis Ice Cream DTLA",211,5.0,"755 S Spring St","Ste 101","Los Angeles",CA,90014,https://www.yelp.com/biz/paradis-ice-cream-dtla-los-angeles-2?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,KM5G9esZnEd8KHMbo7IC1g,34.043496,-118.253683,icecream,"Ice Cream & Frozen Yogurt",2
"Ramen Melrose",72,4.0,"225 W 7th St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/ramen-melrose-los-angeles-3?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,P16ugz-pQN_NWjWb7fwcNg,34.0451204,-118.2529968392666,ramen,Ramen,2
"WineBar - CoffeeBar",3,4.5,"600 S Spring St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/winebar-coffeebar-los-angeles?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,a78Elp2Av8wjAmnE0sPNsw,34.045545,-118.2510747,newamerican,"American (New)",2
"The Varnish",1190,4.0,"118 E 6th St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/the-varnish-los-angeles-2?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,3wLmWg7VpSIt7LAmQmhIdA,34.044893158169,-118.24979702707,cocktailbars,"Cocktail Bars",2
Beelman's,402,4.5,"600 S Spring St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/beelmans-los-angeles-4?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,PnWqQ9aXT2Yd5jPMu7xUVg,34.04552,-118.25087,pubs,Pubs,2
"Carl's Jr",29,2.0,"708 S Broadway",,"Los Angeles",CA,90014,https://www.yelp.com/biz/carls-jr-los-angeles-40?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,aJkfRUW0rgDYztRXUrk87g,34.0449657,-118.2534014,burgers,Burgers,2
"Silverlake Ramen DTLA",272,4.0,"615 S Spring St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/silverlake-ramen-dtla-los-angeles-2?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,qbX-jR8QBAGWZ5WHw0Js8A,34.0456900880384,-118.251432292163,ramen,Ramen,2
"The Association",891,3.5,"110 E 6th St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/the-association-los-angeles-2?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,ED0LXjSGWkuWw-zIyDXpFw,34.0450503,-118.2498806,lounges,Lounges,2
"TBLA Catering & Cafe",200,4.5,"765 Santee St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/tbla-catering-and-cafe-los-angeles?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,Ff0tTFNnkJsOooPs7sutww,34.04184,-118.25141,newamerican,"American (New)",2
"Peking Tavern",777,4.0,"806 S Spring St",,"Los Angeles",CA,90014,https://www.yelp.com/biz/peking-tavern-los-angeles-3?adjust_creative=X5Beq4YFcWJGL3TdpUzGVg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=X5Beq4YFcWJGL3TdpUzGVg,iOuz4WzpUaG6MOajq4Hi2A,34.0427621,-118.2536515,gastropubs,Gastropubs,2
