name,review_count,rating,city,zip_code,id,latitude,longitude,alias,title,price
"Pez Cantina",1045,4.0,"Los Angeles",90071,hIythZZ3mpPwwhSJkUuJQQ,34.05167,-118.25298,seafood,Seafood,NA
"Tommy's Cafe",1,5.0,"Los Angeles",90015,1nXdbwowrZW-707mCHePfw,34.0325561,-118.2617173,mexican,Mexican,NA
"Sunny & Fine's Breakfast Burritos",1,1.0,"Los Angeles",90037,XM2ryp1PxTMfutgneZCdkA,34.014195,-118.28243,fooddeliveryservices,"Food Delivery Services",NA
"Restaurante Iguala",1,2.0,"Los Angeles",90014,ph8rOqCK_0NP7lAA9-DBmw,34.0441795,-118.2553696,mexican,Mexican,NA
"Taco Bell",45,2.0,"Los Angeles",90016,dpEtp4Ltg6wYSEqO59x_WQ,34.022615,-118.37231,hotdogs,"Fast Food",NA
"Taco Mell",49,4.0,"Los Angeles",90008,yoS4p3WkpBbuTHybWlFlYg,34.0048406951571,-118.33286985755,mexican,Mexican,NA
"Gracias Madre - West Hollywood",4565,4.0,"West Hollywood",90069,EWbbiUBkGzCYrEoOF05HzA,34.0807951106153,-118.386972025037,mexican,Mexican,NA
"Chicas Tacos at Banc of California Stadium",1,4.0,"Los Angeles",90037,Z7ka4djdtg92stfr8vQ4Ag,34.0127446143912,-118.28447659349,mexican,Mexican,NA
Guisados,934,4.5,"West Hollywood",90069,_o6cTaR_pnm2XucZS6fTug,34.0844498,-118.3853226,mexican,Mexican,NA
"Acosta Catering Truck",4,4.5,"Los Angeles",90007,85ojhHRPzqo5TfZrl3a9_w,34.02343,-118.26914,mexican,Mexican,NA
"Cilantro Fresh Mexican Grill",1,4.0,"Los Angeles",90071,5pT0HV8mAWWsF0MjynX31g,34.05319,-118.25252,mexican,Mexican,NA
"Trejo's Tacos/Trejo's Coffee and Donuts",1,2.0,"Los Angeles",90071,54vjN5tqt0rNJLXHUqFm_Q,34.05276,-118.252466,mexican,Mexican,NA
"Tocaya - West Hollywood",797,4.0,"West Hollywood",90069,U-cOIyQWsORZqXKNHAv-3g,34.0914626,-118.38112,mexican,Mexican,NA
"5 Star Kitchen",111,4.0,"Los Angeles",90008,Z78z-cVDpkd4kn0aNmnnUQ,34.00382,-118.31775,tacos,Tacos,NA
"Tamale Guy",5,5.0,"Los Angeles",90026,9DjtQMDNBj4eAUxgEL_vFA,34.0752493225179,-118.253522820971,mexican,Mexican,NA
"My 5 Angels",22,3.5,"Los Angeles",90071,Yvyfm0JyIr8lzvKgrygAsA,34.0515365600586,-118.252540588379,foodstands,"Food Stands",NA
"Tacos El Primo",161,4.5,"Los Angeles",90034,zpQfRpjW_J_g7OhtkIv2FQ,34.0330513,-118.3822857,tacos,Tacos,NA
"El Compadre",798,3.5,"Los Angeles",90026,2hWFIL6qJI6FgqmKdXLFKA,34.07513,-118.25307,mexican,Mexican,NA
"Tacos Mexico",50,3.5,"Los Angeles",90014,WQvsAGnWJcjUQQH3DMw8gA,34.0453095,-118.2537606,mexican,Mexican,NA
"Tacos AF",15,4.0,"Los Angeles",90014,oOijUFk2ekTzAQ7S2apOKQ,34.04540009509255,-118.25391789796186,tacos,Tacos,NA
"Pattern Bar",429,4.0,"Los Angeles",90015,oZIKA92DwMm7uxyuXpmfMg,34.0416202728339,-118.255163270714,cocktailbars,"Cocktail Bars",NA
"Juanita's Cafe",34,4.0,"Los Angeles",90014,w20QTxbXstwbFTvQAmlwAQ,34.044881,-118.2538079,mexican,Mexican,NA
"Tacos by Dres",58,4.0,"Los Angeles",90037,fEka7PsE3xKeYMBlj3yzxw,34.014976393027965,-118.27876077364706,tacos,Tacos,NA
"Lindo Oaxaca",79,4.5,"Los Angeles",90015,37gMBHZA9OVE_tckoSRC4Q,34.0296223014593,-118.261869773269,mexican,Mexican,NA
BurritoBreak,11,5.0,"Los Angeles",90014,lBEPxx5e6xcGBoxHLW6ByA,34.046408560736516,-118.25307605867823,mexican,Mexican,NA
"Sakana Burritos",1,5.0,"Los Angeles",90037,G7AV640-x8hQtUfmM4TKlA,34.014673,-118.278658,fooddeliveryservices,"Food Delivery Services",NA
"The Original Taco Pete",11,4.5,"Los Angeles",90059,wZ2z5whokV4BphFdtsvVOQ,34.014673,-118.278658,tacos,Tacos,NA
"Quesadilla Mia",3,5.0,"Los Angeles",90037,ZkFtSH49SvF6ZovaSs3qbw,34.014673,-118.278658,fooddeliveryservices,"Food Delivery Services",NA
"Jackfruit Cafe",235,4.5,"Los Angeles",90037,sew0crT9WoZ0I11Mg6Msaw,34.01474183878144,-118.27877150223892,bbq,Barbeque,NA
"Sky's Gourmet Tacos",10,3.5,"Los Angeles",90037,8-usxg6q356D81NmpZblyA,34.014673,-118.278658,tacos,Tacos,NA
"El Pollo Loco",91,1.5,"Los Angeles",90008,nev127BSl1TR1mMUPGd4wA,34.00345316454868,-118.33121909325409,hotdogs,"Fast Food",NA
"Olga's Naturally: Mexican + Vegan",293,4.0,"Los Angeles",90016,2goSSpEuir3egIAmo6Rbcw,34.021206,-118.3728532,mexican,Mexican,NA
"El Ranchito Restaurant",29,4.5,"Los Angeles",90007,iNQQFc8BhrPdfPJaeKIyYw,34.0185906,-118.2728363,mexican,Mexican,NA
"El Chaparrito Tacos",3,4.5,"Los Angeles",90062,OOSj6te0DpUN6LLS_2-qzg,34.00375660970046,-118.30875141605375,foodstands,"Food Stands",NA
"Cafe Aly",28,5.0,"Los Angeles",90015,jsAlro-yfLHx5TrET1G--A,34.0348057,-118.2579847,persian,Persian/Iranian,NA
"Tamales Alberto 2",42,4.0,"Los Angeles",90026,EVqfbQknhcMEF_jKdhTspA,34.0735424641043,-118.251839,mexican,Mexican,NA
"Rico Taco",2,3.5,"Los Angeles",90014,3KcJHfnghCgr4Fs32pOCIQ,34.0430907,-118.2540021,mexican,Mexican,NA
"El Ultimo Tren",18,5.0,"Los Angeles",90012,VcGJxwbC5A2kUf9NKT54Hw,34.059319,-118.250379,foodtrucks,"Food Trucks",NA
"Good Grill Express",39,3.0,"Los Angeles",90015,rbcOzsLyUv4D8H1VyfKhcQ,34.03897,-118.25569,mexican,Mexican,NA
"Sultan Chicken",363,4.0,"Los Angeles",90014,vywBUQsQ6r3x8U8FkrPJAA,34.047011,-118.252336,mideastern,"Middle Eastern",NA
"Cilantro Lime",457,4.5,"Los Angeles",90015,bHkfCBRQfAd60luOgRxkjw,34.03967,-118.25472,mexican,Mexican,NA
"Grandmas Kitchen Kaffe",37,5.0,"Los Angeles",90015,CbXvo2NcTNj57rE39LEvVg,34.034646,-118.25774,mexican,Mexican,NA
"Tacos El Pinche guero",1,5.0,"Los Angeles",90026,RCS7Dk1G_e_haD4jom4TuA,34.074589,-118.251802,tacos,Tacos,NA
"Tacos de Canasta La Salsa",7,2.5,"Los Angeles",90015,bHzNTRAlYu1JoZ9UpMQ5Ng,34.03514667,-118.25763,tacos,Tacos,1
"The Classic Cat",20,2.5,"West Hollywood",90069,fMuguFh5yIOwMDTd4kp2pw,34.09034,-118.38414,venues,"Venues & Event Spaces",1
"La Michoacana Taco Truck",3,4.0,"Los Angeles",90189,H-TbUfo_Y48XqndBo91uug,34.0534896850586,-118.245323181152,mexican,Mexican,1
"Master Burger",118,3.0,"Los Angeles",90062,Yq7DDzkfMEWPQO_xrUJarA,34.0031,-118.30929,burgers,Burgers,1
"El Pollo Loco",79,1.5,"Los Angeles",90015,DcEIt_dlAMaBMSpzFHYHUA,34.0292350085868,-118.261304138315,hotdogs,"Fast Food",1
Guisados,2250,4.5,"Los Angeles",90026,BDRVlHnK4l0T0ANb7M-Eqg,34.0702395145121,-118.250448424643,mexican,Mexican,1
"The Alley Dog",114,3.5,"Los Angeles",90015,zOzNb7QQAxj5zuBXM6_IPw,34.0359763,-118.2567079,mexican,Mexican,1
"Teddy’s Red Tacos",104,4.0,"Los Angeles",90012,xHuKx24Ho7vVWK600v1m3g,34.06615,-118.24975,foodtrucks,"Food Trucks",1
"Aguilar's Taco's",0,0.0,"Los Angeles",90014,N-huAtmLUFZuVuZT5MU8LA,34.04483,-118.25228,mexican,Mexican,1
"Hood Tacos",1,5.0,"Los Angeles",90062,j2-WLPxjzvVa04VZXjACQg,33.99914,-118.30795,tacos,Tacos,1
"Fins & Grill",3,4.5,"Los Angeles",90015,3DfGCvJakhGso8RkJBqJJQ,34.0394128085849,-118.254832327366,seafood,Seafood,1
"Flavor  & Flame",1,3.0,"Los Angeles",90015,CtSsFdZMaL91wtPW1KFZ1A,34.0345643027783,-118.257466927171,mexican,Mexican,1
"Tacos + Quesadillas",3,3.5,"Los Angeles",90026,L79oiifUTc_f9Fx3xIzYgg,34.06909292302754,-118.2501719892025,tacos,Tacos,1
"Angel's tijuana tacos",82,4.0,"Los Angeles",90026,rODYL9B2ou4K3FoLAZO7GQ,34.0679854054454,-118.250015473398,tacos,Tacos,1
"La Salsa Seafood",2,3.0,"Los Angeles",90015,5vsnQV8ZN5WSODl8nuoOIg,34.0392709101068,-118.25469603271715,seafood,Seafood,1
"Heritage Kitchen",4,4.5,"Los Angeles",90014,dj0P_k5GSrUQtZBNk0dn1Q,34.0438563777192,-118.252698281481,newmexican,"New Mexican Cuisine",1
"Casa La Doña",692,4.5,"Los Angeles",90014,5o_XEyhLrgpB6Cmeqp9NGg,34.0427123,-118.2531436,mexican,Mexican,1
"Mariscos El Rincon de Nayarit",16,3.5,"Los Angeles",90062,XwpQ6idWT02PSJmZFEayfw,34.0037781213457,-118.303713910282,seafood,Seafood,1
"Jacky’s Restaurant",30,4.5,"Los Angeles",90013,BUuCe-IOTdqgDYWkOptXOQ,34.0482552415621,-118.251074481174,mexican,Mexican,1
"Paloma Celestial Food Truck",2,3.0,"Los Angeles",90034,W17A4C7TYqOGRMaORTgIQw,34.039044,-118.38803,foodtrucks,"Food Trucks",1
"Long Beach Tacos",1,5.0,"Los Angeles",90250,4UDrudj1aFccI5zLoCP1ag,34.04384,-118.25268,mexican,Mexican,1
"International Food Court",4,4.5,"Los Angeles",90015,cNK1gSrm7etvLpYep5raCw,34.0397365,-118.2540538,indpak,Indian,1
"surfer grill",7,4.0,"Los Angeles",90014,xQKnzPrqZl0W-y0dB6Y65A,34.04384,-118.25268,mexican,Mexican,1
"Burris On Broadway",7,3.5,"Los Angeles",90014,4n_n4ctnX6KV1OcuV3yF8g,34.0464445,-118.2514729,mexican,Mexican,1
"Birria on Broadway",29,5.0,"Los Angeles",90014,_ThLbHleFLqlVsdXlsZBBQ,34.04664018234895,-118.25161166489124,tacos,Tacos,1
"Mi Corazon",414,4.0,"Los Angeles",90027,vAGszIli2pkHf_0HolmLmw,34.10596,-118.27281,mexican,Mexican,1
"Taco Mundo",4,4.0,"Los Angeles",90014,S0r-tYSncjdJ58rtXnuEtg,34.0426399,-118.2528752,mexican,Mexican,1
"Jack in the Box",94,2.5,"Los Angeles",90012,JEdAusXDHhlHTRHt58TtBQ,34.0647558,-118.2491986,burgers,Burgers,1
"Raspados Los Gueritos",4,1.0,"Los Angeles",90015,HXvhLW7mhkhVR-Ud6NjBWQ,34.0355312079191,-118.256377950311,mexican,Mexican,1
"La Panaderia Michoacana",9,4.0,"Los Angeles",90011,GNUmRgwbNHmZaD-C1DdEGg,34.02326,-118.26593,mexican,Mexican,1
"Tamales Costeños",1,2.0,"Los Angeles",90011,AqO2IEHMOAl_7MRmAFzBNg,34.024158,-118.264587,streetvendors,"Street Vendors",1
"Pinches Tacos",451,3.5,"Culver City",90232,vRFeg1kGJJhI76SkP6O8Sg,34.0301282374949,-118.383085347144,mexican,Mexican,1
"Birrieria Los Gonzalez",240,4.0,"Los Angeles",90011,yMJpttJxzObbbRh0ekawmQ,34.02362,-118.26508,mexican,Mexican,1
"Tacos 1986",623,3.5,"Los Angeles",90014,k3D-nW6EjjJguYkUupCUaA,34.0458186,-118.2514334,tacos,Tacos,1
"El Pollo Loco",31,3.0,"Los Angeles",90015,zYuG-VbeKaBqLHy3YtYn6g,34.039990888872474,-118.25367235103282,hotdogs,"Fast Food",1
"Baby Lobster",48,3.0,"Los Angeles",90015,__D9TH9-JRh_7CvWJcPZcQ,34.038311,-118.2542496,seafood,Seafood,1
Mezcalero,580,4.0,"Los Angeles",90013,yyTLKAplUF89xydeB2bZWQ,34.04751,-118.25072,cocktailbars,"Cocktail Bars",1
"Alebrijes Mexican Grill",7,4.0,"Los Angeles",90014,ds7b-5HWYXHejkg8r4GKcg,34.04403567559151,-118.25177670467863,mexican,Mexican,1
"Mex Peru Gipsy",1238,5.0,"Los Angeles",90015,beA_DlDpij8O9xK2B-NjEA,34.035217,-118.25591,mexican,Mexican,1
"Doña Inez",105,4.5,"Los Angeles",90014,AqiNo_WDzbxgW6s2SscG5g,34.0408258,-118.2525627,mexican,Mexican,1
"Mariscos Los Korales",8,4.5,"Los Angeles",90011,hewQpw7lZpr2wsvUC6BELg,34.022835,-118.265465,seafood,Seafood,1
"Juicy B",2,5.0,"Los Angeles",90013,XwRzQsHhNNZegF6qaM_95Q,34.04655,-118.25065,mexican,Mexican,1
"Guisados DTLA",1935,4.5,"Los Angeles",90013,VqG_rccDoUXreiaHH0DEUA,34.0465305975394,-118.250679851854,mexican,Mexican,1
"Taco Bell",57,3.0,"Los Angeles",90034,6RXsQgcY6ufw7N-TwJpavA,34.037485734005124,-118.38837242331242,hotdogs,"Fast Food",1
"Lupita's Hot Dogs",20,5.0,"Los Angeles",90013,BO9fCPpE2QGFSoB4c_ovsQ,34.0480163,-118.2501836,foodtrucks,"Food Trucks",1
"Taco House",15,4.5,"Los Angeles",90014,0RN6PEh510o70c5tfI555w,34.0405454,-118.25285,mexican,Mexican,1
"Ana Maria's",257,4.0,"Los Angeles",90013,-BqteNnVWIgDgwq9kc8Z1w,34.051052,-118.2493274,mexican,Mexican,1
"Villa Moreliana",456,4.5,"Los Angeles",90013,eTDN9KE5LAjQdai_8J6pZg,34.05088,-118.249003,mexican,Mexican,1
"Jose Chiquito",138,4.0,"Los Angeles",90013,lCZBPzqKudOpnYMEN13eNw,34.051052,-118.2493274,mexican,Mexican,1
"Roast To Go",179,3.5,"Los Angeles",90013,IvFnmLx33hSzwTiiIiRY2g,34.0505289,-118.2486189,mexican,Mexican,1
Sonoratown,1503,4.5,"Los Angeles",90014,Ti2Ksp2oPj6rpdp2tQcaVA,34.041648,-118.252245,mexican,Mexican,1
"Campos Tacos",204,3.5,"Los Angeles",90034,uZKJ-HvFB_iwxTM8AfOD2g,34.03772,-118.38884,mexican,Mexican,1
"Artesano Tamaleria",63,4.5,"Los Angeles",90014,IeOYX7Hc7AXxyFVnT2WfPA,34.0412,-118.25224,mexican,Mexican,1
"Los Gueritos No. 3",1,1.0,"Los Angeles",90015,8FbrJeuO9UulS829KUETmg,34.0347404,-118.2555909,mexican,Mexican,1
"Guero's Cocina Mexicana",152,4.5,"Los Angeles",90014,RLn3T-U9_iyIuxZ1evzJkw,34.0427,-118.251661,mexican,Mexican,1
"Margarita's Place",84,3.5,"Los Angeles",90014,6lSy_Gw5EsSswQK5ZYhhHQ,34.0439053,-118.2511007,tacos,Tacos,1
"Happy Burrito",10,3.5,"Los Angeles",90014,-Ew9bbKWzrY7twDZE2C_QQ,34.04402,-118.25099,mexican,Mexican,1
"Cuernavacas Grill",10,4.0,"Los Angeles",90015,PWgfZqJPoFqBl5SkHMUAsw,34.036758,-118.254224,mexican,Mexican,1
"Cazares Food Las 3 Chicas",1,5.0,"Los Angeles",90015,_22DxArgJNO_EdsM_6cP5g,34.03739,-118.25362,foodtrucks,"Food Trucks",1
"Tacos El Porvenir",5,5.0,"Los Angeles",90011,w7c062yyS5vPoLU2Nhkc4g,34.0200805664062,-118.267265319824,mexican,Mexican,1
"La Tostaderia",422,4.0,"Los Angeles",90013,SsOlRN_7cKsHlek_RyohvQ,34.050713,-118.248882,seafood,Seafood,1
"Justin Queso's Tex-Mex Restaurant & Bar",173,4.0,"West Hollywood",90069,m2LZT8qbSyAyJARcDGgyGg,34.090881,-118.38612,mexican,Mexican,1
"Tacos Tumbras a Tomas",1064,4.0,"Los Angeles",90013,520Wd4FU_DixBprFQQnnxg,34.050649,-118.248831,mexican,Mexican,1
"Blues' tacos",7,4.5,"Los Angeles",90026,wU3AfboT9oA-lRrXE2-ZQw,34.069772,-118.248242,tacos,Tacos,1
"Birrieria Baldomero's No 2",15,4.5,"Los Angeles",90011,9UEof1qwNgV8e9DV6VtvaQ,34.0194272249937,-118.267942965031,mexican,Mexican,1
"Forty’s Bakery and Restaurant ",2,5.0,"Los Angeles",90014,bvIkstDpZN1Y10ccvdWoKQ,34.043631,-118.250588,mexican,Mexican,1
"San Andres Restaurant",1,5.0,"Los Angeles",90037,ejxNWaFtQAr4HQuGQBHoAQ,34.012394,-118.277061,mexican,Mexican,1
"Birrieria Baldomero",34,4.5,"Los Angeles",90011,vwcikFtT-pmZOMFA1ARTTA,34.0186653137207,-118.26830291748,soup,Soup,1
"El Charrito",1,3.0,"Los Angeles",90014,rALinHU-RU5lS8CNAfavKg,34.03992595437612,-118.25194727629425,juicebars,"Juice Bars & Smoothies",1
"La Esquinita Salvaderena",1,5.0,"Los Angeles",90037,pIGWAoFnv7PU5PXbIB5-Fg,34.005318,-118.291206,mexican,Mexican,1
"Crazy Tacos",38,3.0,"Los Angeles",90013,zqfLsLComZqbgyg_FnH4nQ,34.0455651,-118.2494017,foodtrucks,"Food Trucks",1
"J & S Food Mart",2,4.0,"Los Angeles",90015,ofgKJoekD8ifus6Z7BZPqQ,34.03491,-118.25431,korean,Korean,1
"Daly Magic Restaurant",1,5.0,"Los Angeles",90015,dwofF6bccRgL2XFeo_YN6g,34.03478,-118.25416,latin,"Latin American",1
"Cocina Roja",37,3.5,"Los Angeles",90012,zXYAVcrLlwIDJl2gak59oA,34.0580781666013,-118.246889440519,mexican,Mexican,1
"San Julian Restaurant",4,3.0,"Los Angeles",90015,nrw1RP6caE3uui5XaFFrVA,34.034676,-118.254118,mexican,Mexican,1
"Churros Mexicanos",9,4.5,"Los Angeles",90011,5OpwFJF86RAtva0lKXz35w,34.0175514221191,-118.268775939941,mexican,Mexican,1
"Antojitos Tropicales",2,3.0,"Los Angeles",90011,zkUZkH7Yw93cn1pSGoOMJg,34.0171944,-118.2691859,mexican,Mexican,1
"El Pollo Loco",62,3.0,"Los Angeles",90012,PONty684St-M0l6_SWg9ew,34.05100479268587,-118.24767418404407,hotdogs,"Fast Food",1
"Rita’s Cocina",6,5.0,"Los Angeles",90015,ltCRWuG_9t9f7oFNOy03Tg,34.0369503779367,-118.252712407407,mexican,Mexican,1
"Golazo Restaurant",9,4.0,"Los Angeles",90037,qSjl8vLrZQhWDc2ofXoBwQ,34.0112549,-118.2776229,mexican,Mexican,1
"Oasis Kitchen",1,4.0,"Los Angeles",90011,OWfCwRpR3ljDZmrDj43qMw,34.017324,-118.268697,newamerican,"American (New)",1
"Joe's Sports Tavern & Grill",12,3.5,"Los Angeles",90013,KjM9g7-dxmD9TrO6SNz0Rw,34.0494624899813,-118.247728555603,tradamerican,"American (Traditional)",1
"El Latino",1,5.0,Hollywood,90068,-n0kbd1IFzXw1d1tWdopuw,34.1240130711674,-118.323339897314,foodtrucks,"Food Trucks",1
"Tee's Cafe",12,5.0,"Los Angeles",90015,lmLey_Uv60a76fsYk2b-Cw,34.0340294,-118.2535585,tacos,Tacos,1
"Mixto Comida Latina",727,4.0,"Los Angeles",90027,h_R_5wD2zEd5R4sWjA9EtA,34.1088493,-118.2716819,mexican,Mexican,1
"King Taco",164,3.0,"Los Angeles",90011,8rhL6bIDoH07mwrZiFvkRg,34.026645,-118.258616,mexican,Mexican,1
"King Taco",520,3.0,"Los Angeles",90015,oe_6ph-Sc_dZr4RIBkyqoA,34.0280017740046,-118.257484662751,mexican,Mexican,1
"Mexicali Taco & Co",949,4.0,"Los Angeles",90012,HTvyn97PloIn1kIGTIj-2A,34.0634262,-118.2456717,mexican,Mexican,1
"El Grullense",14,4.5,"Los Angeles",90011,BjTjc1jajyxOUuIiD_eGqA,34.0259946252741,-118.258833177388,foodtrucks,"Food Trucks",1
"Mariscos la Doña lunch Truck",34,3.5,"Los Angeles",90011,UMvVJxxL3kcVGc2NPbd0BQ,34.024752,-118.259765,seafood,Seafood,1
"Corner Kafe",5,2.0,"Los Angeles",90014,57mFZWrN5SPCsxJw4_oC2g,34.0425033569336,-118.248992919922,breakfast_brunch,"Breakfast & Brunch",1
"Mariscos Estilo Sinaloa",5,5.0,"Los Angeles",90011,WQELfJ2vuP-Eq-3ods3cZw,34.0255465,-118.2589349,seafood,Seafood,1
"Mariscos La Doña",2,1.0,"Los Angeles",90011,Uumv0rSbMPfkKJIFLhqthQ,34.024812974966125,-118.2595762311691,mexican,Mexican,1
"Maple Restaurant",4,4.5,"Los Angeles",90013,IVVzsCEcoZuNKKJuUbcOYA,34.0440444946289,-118.248123168945,mexican,Mexican,1
"Paraiso Restaurant",3,1.5,"Los Angeles",90013,PZDu7K_g7LnrAYFA7nykdA,34.0498461574316,-118.246207684278,mexican,Mexican,1
"Antojitos Puebla",4,5.0,"Los Angeles",90013,Gee2XD5dUzUuLihvnDL0rA,34.0466918538396,-118.247138746083,mexican,Mexican,1
"El Cihualteco",33,4.5,"Los Angeles",90011,vy-7LHhJW_0ajy5jROEC6g,34.02347,-118.26041,mexican,Mexican,1
"Birrieria El Chivito",1,5.0,"Los Angeles",90011,ZZwuGvMMWbeRds3bGVAgrg,34.022087097168,-118.261390686035,mexican,Mexican,1
"El Paissa Mexican Grill",24,3.5,"Los Angeles",90037,qSuxNumLp_fM28snWEkKDw,34.0092834,-118.2782351,mexican,Mexican,1
"Mr Taco",4,3.5,"Los Angeles",90011,LeNtcLg8zGr_FVLyt9DmJA,34.0222807,-118.2610549,mexican,Mexican,1
"Frescura Tropical Alfredo's Fruit Cart",2,5.0,"Los Angeles",90065,cQS7lC6hG6bNmBuO90Ekhg,34.0534896850586,-118.245323181152,foodtrucks,"Food Trucks",1
"QUERIA’S TACOS",1,5.0,"Los Angeles",90001,QNO4GCQMMTzIZ7_iwWp0VA,34.0534896850586,-118.245323181152,tacos,Tacos,1
"Torta Movil",55,5.0,"Los Angeles",90011,2jYD8pnHp-IMAxogAMIrxw,34.0207033,-118.2624733,mexican,Mexican,1
"Nocturnal Eats",5,3.5,"Los Angeles",90046,Xs6CPZbAyxUtYdmmWL-M2Q,34.09716033935547,-118.35924530029297,fooddeliveryservices,"Food Delivery Services",1
"Lalos No 2",4,4.0,"Los Angeles",90014,RcNWQ6cjEeSVQ2Ytd2XLRg,34.04158,-118.24856,mexican,Mexican,1
"Tacos El Gordo A Todo Vapor",1,1.0,"Los Angeles",90011,m58UOjGV_pYOMurNeyPobA,34.022514,-118.260345,mexican,Mexican,1
"Ortiz kitchen on the Street",27,5.0,"Los Angeles",90034,7RWrNj2lL0GxfY5VPyApnQ,34.02932,-118.38816,foodtrucks,"Food Trucks",1
"Frida Mexican Cusine",692,3.5,"Beverly Hills",90212,7lDG9IdRKfTNVylKhv3_cw,34.063337,-118.3989851,mexican,Mexican,1
Tirsa's,284,4.5,"Los Angeles",90012,4NWhfamRULO9ZNoIVz7qDg,34.060957,-118.243918,mexican,Mexican,1
"Chipotle Mexican Grill",237,3.0,"Beverly Hills",90212,b-ipBsX5A5Gk1eWqI2Y5vA,34.0633237944838,-118.398829330266,mexican,Mexican,1
"Dalia Cocina Mexicana",172,4.5,"Los Angeles",90012,MSVqTBMGU1vqM9j-SzPq6A,34.051,-118.24501,mexican,Mexican,1
"Taqueria Chepe El Chilero",4,4.0,"Los Angeles",90012,HZybR_oJtID3Vzp3lYW1aA,34.061,-118.24243,tacos,Tacos,1
"El Ta’Colgando 48th & Normandie",25,5.0,"Los Angeles",90037,micmqzGa-oeAKC9CSzsGVg,33.9997596740723,-118.299835205078,streetvendors,"Street Vendors",1
"Sunday Cafe",5,5.0,"Los Angeles",90013,blRozsoPU2AcRIa7i1w6uQ,34.04722,-118.24571,asianfusion,"Asian Fusion",1
"Antojitos Lusuly",1,5.0,"Los Angeles",90021,7B5cgjvOGZFEvp0XHdr5Cg,34.03815,-118.24897,foodtrucks,"Food Trucks",1
"Tacos Placosos",5,3.0,"Los Angeles",90037,mJvTeh0L7bYGKFY3K_nXlg,34.01024,-118.27421,tacos,Tacos,1
"Little Llama Peruvian Tacos",133,4.5,"Los Angeles",90012,YXgxH0-raeo0t9BLbujUdA,34.0503941,-118.2448849,tacos,Tacos,1
"Señor Fish",164,3.5,"Los Angeles",90012,fhgZPoQLejuh_iGgQ5Cp8A,34.0514183,-118.2443466,mexican,Mexican,1
Loqui,728,4.5,"Culver City",90232,LXhSp1RYSHIEZ4c01ewmPA,34.0274352,-118.387498,mexican,Mexican,1
"NeighborHOOD Cafe",83,4.0,"Beverly Hills",90212,3cqHzI204L70T9XxwwoZog,34.0648651,-118.3993925,sandwiches,Sandwiches,1
"Tam's Burgers California #2",30,3.5,"Los Angeles",90037,RfJGyot1XE58IfhnUQqYiQ,34.0050735473633,-118.28311920166,burgers,Burgers,1
"La Esquina",329,4.5,"Los Angeles",90034,1OXJaygVHAEGooC5gsH_Pg,34.0292220404164,-118.389159701765,mexican,Mexican,1
"Tortilleria Coatzingo",2,5.0,"Los Angeles",90037,xh3vKXzAbNFyTtlQufIoIg,34.00714,-118.27865,tacos,Tacos,1
"Jaliscos Mobile Taco Grill",38,4.5,"Los Angeles ",90001,OsASkLg5dWUzJVp_EzgZYA,34.052392981469445,-118.24368000761717,foodtrucks,"Food Trucks",1
"Chanchos Tacos-Los Angeles",78,3.0,"Los Angeles",29715,jcGBhHtiDtWgvNrnTayUlQ,34.05223846435547,-118.24334716796875,foodtrucks,"Food Trucks",1
"Margarita's Mexican Cafe",33,4.0,"Los Angeles",90043,6Q7PQ0crjqY1pv5RbxTdEA,33.9969177246094,-118.330230712891,mexican,Mexican,1
"Mamas Tacos",1,1.0,"Los Angeles",90014,iy0D2iw9mwjNtoUezCHgMA,34.040341,-118.246746,mexican,Mexican,1
"The G Spot",9,4.0,"Los Angeles",90011,pYBTDOFJL1I8OCz3uDDTfQ,34.0225151,-118.2588736,mexican,Mexican,1
"Original Bill's Taco House",70,3.5,"Los Angeles",90189,KP-r5SDAeqqNwn865gD3ng,34.0111941288801,-118.271430882339,tacos,Tacos,1
"Lil Chef Catering",3,5.0,"Los Angeles",90037,H6cVfyC7ZYvUj-G89fbISQ,34.002681836733025,-118.28747910691501,catering,Caterers,1
"Kabob Express Fusion Truck",98,3.5,"Los Angeles",90017,vMNlnQsb_c-FGkZMhGj1xQ,34.052187,-118.243425,mediterranean,Mediterranean,1
"Jack in the Box",28,2.0,"Los Angeles",90037,mQkgLhtdvsGbD7zvOBy-QQ,34.0043412343125,-118.282998204231,burgers,Burgers,1
"Tropical Deli",13,4.5,"Los Angeles",90013,W5Cg_5oMa_xzoFgeCUYk2w,34.04765,-118.24414,mexican,Mexican,1
"Guss Lunch Box",12,3.0,"Los Angeles",90039,RVT2IVoMKTu9j0EyJ7TexA,34.10172,-118.25885,foodtrucks,"Food Trucks",1
"Mariscos Jalisco",153,4.5,"Los Angeles",90021,Xefl7O0wSC2pnGBH7zCXnw,34.0340039972124,-118.249286006082,foodtrucks,"Food Trucks",1
"5 K's Mexican Grill",1,2.0,"Los Angeles",90003,-looID-9XhTaI4DWYxdg5g,34.0136528,-118.2665329,mexican,Mexican,1
"Rubio's Cafe",158,4.5,"Los Angeles",90034,flxI7di7TntdK2IDAUR4PQ,34.02907,-118.39086,mexican,Mexican,1
"Tacos Los Carnalillos Taco Truck",157,4.0,"Los Angeles",90037,3QRRptCEfjUtnDnZ4jTzMA,34.0039082,-118.2818791,mexican,Mexican,1
