name,review_count,rating,city,zip_code,id,latitude,longitude,alias,title,price
"Cilantro Fresh Mexican Grill",4,3.5,"Los Angeles",90012,8D9cyksXTDwWerksusEvkA,34.05252,-118.24179,mexican,Mexican,1
"Del Taco",97,3.5,"Culver City",90232,KQmNksLJfJTxR0WsxNlJlA,34.0278228166409,-118.390490970042,hotdogs,"Fast Food",1
"Camarena Taco Truck",4,4.0,"Los Angeles",90015,t4F4M9V0l0SMCorcLQ686A,34.025822,-118.253614,mexican,Mexican,1
"La Chiquita Bakery",17,4.5,"Los Angeles",90011,-UCFGKXVMpYfGDqNkCfw8Q,34.0110351,-118.26911,bakeries,Bakeries,1
"Sabor A Puebla",6,3.0,"Los Angeles",90015,5-zmc9AUCHbAxo1ZnA4Usg,34.0362928368266,-118.26021835205,mexican,Mexican,1
MIRAME,233,3.5,"Beverly Hills",90210,28fZa7WXM9Y5laZF4u5khQ,34.07075,-118.40151,mexican,Mexican,1
"Ensueños Café",3,2.5,"Los Angeles",90013,LyQ1bGEiAf_iKyytvdjnUA,34.0451183,-118.2431961,tradamerican,"American (Traditional)",1
"El Torito Cafe",40,4.0,"Los Angeles",90021,_GHCfGUFyLIQ0Gpx48KAyg,34.028621673584,-118.250755310059,mexican,Mexican,1
"Side Walk Cafe",1,4.0,"Los Angeles",90013,Jq27mDh3XzzzHhuRwBNMfg,34.042675,-118.2436905,foodstands,"Food Stands",1
"Taste of Mexico",1,5.0,"Los Angeles",90012,EuatFAE68mlMZWbuPhoXTQ,34.05646,-118.23775,mexican,Mexican,1
"Tacos Gavilan",221,4.0,"Los Angeles",90037,syTxG8mBUsdhbAIFlvoW1g,34.00411,-118.27795,mexican,Mexican,1
"Ricky's Fish Tacos",1226,4.5,"Los Angeles",90027,oNHjZ3wC0F9l5KpuqHd45w,34.112686,-118.267215,foodtrucks,"Food Trucks",1
"Sharky's Woodfired Mexican Grill",259,4.0,"Beverly Hills",90210,_w-_cKv2LoV1BqVdB-AxcQ,34.070353,-118.4025841,mexican,Mexican,1
"Los Compadres Restaurant",33,4.5,"Los Angeles",90012,pSQgXQ-bLxdzyxQaWQxTKQ,34.0584941,-118.239125,mexican,Mexican,1
"Big O's Tacos LA",2,5.0,"Los Angeles",90012,abftjwqTuoSALK2h33_Udg,34.04836,-118.24076,tacos,Tacos,1
"Rocky D's",2,3.0,"Los Angeles",90013,qRup-h1hsCDDLLkV17TW5g,34.0497214347124,-118.246015906334,mexican,Mexican,1
Mexibachi,2,5.0,"Los Angeles",90034,AA3z8SNA8zwhhIj-6znqFw,34.02712322808953,-118.39280880544149,foodtrucks,"Food Trucks",1
"Camacho's Cantina",1,1.0,"Los Angeles",90012,EYYiJ6CZIRV-DrCjTAes9Q,34.06742,-118.24144,mexican,Mexican,1
"Martha's Kitchen",15,4.5,"Los Angeles",90013,P5RGGUcvqc2zj0kd-vKKTA,34.0449447631836,-118.241058349609,breakfast_brunch,"Breakfast & Brunch",1
"Mariscos El Ingrato",6,4.5,"Los Angeles",90002,9IWFFVJznyNFlvkCWVi2KA,34.0459288144995,-118.240678417969,foodtrucks,"Food Trucks",1
"Chiguacle Sabor Ancestral de Mexico",193,3.5,"Los Angeles",90012,x9DRROPYa4cgWcmwOHJ15Q,34.057162,-118.238642,mexican,Mexican,1
"Chipotle Mexican Grill",147,2.5,"Beverly Hills",90210,aWt5iwb8ICV2DN8pCUDoCw,34.0713273509002,-118.403561689567,mexican,Mexican,1
"La Papa Loca",14,4.0,"Los Angeles",90021,Bq2I6DC7OiLM5wSHbkCKFg,34.03297,-118.24581,mexican,Mexican,1
"Un Desmadre Birria Tacos",5,5.0,"Los Angeles",90021,P5tfeSnTgWPyy9CpFT_y_A,34.0325442,-118.2466757,foodstands,"Food Stands",1
"Poncho's Tlayudas",22,5.0,"Los Angeles",90037,ZUNMqx1epYDDcx9p1SF4gQ,34.0051214,-118.2736935,mexican,Mexican,1
"La Luz Del Dia",327,3.5,"Los Angeles",90012,weG0lAd5sECK6eS-p3-1JA,34.0574509,-118.238118,mexican,Mexican,1
"Quesadillas Lucy",3,4.5,"Los Angeles",90021,4Cl46sj1zV2xdfmmCrjyig,34.03294647304936,-118.24545637305206,streetvendors,"Street Vendors",1
"Los Compadres Restaurante",27,4.5,"Los Angeles",90011,nsFTU4V8MRJsHDDgJv4uoQ,34.023082,-118.252128,mexican,Mexican,1
"La Noche Buena Restaurant",354,4.5,"Los Angeles",90012,xY3GGdmvSFUIm-B_RFIjwQ,34.0571051016069,-118.238055449965,mexican,Mexican,1
"El Arca Bakery & Restaurant",46,3.5,"Los Angeles",90062,hUi8hXlNPA5x-FWgUvefOQ,33.9931051,-118.3098,bakeries,Bakeries,1
"La Golondrina Mexican Cafe",960,3.5,"Los Angeles",90012,EcWhh6JiQo7xkH70NPLGtw,34.0571939,-118.2384039,mexican,Mexican,1
"El Rancho Grande",98,4.0,"Los Angeles",90012,vJYZi-bxdQPLJIyqFFC9Pw,34.0577449396947,-118.237960897386,mexican,Mexican,1
"Las Guajolotas",4,5.0,"Los Angeles",90013,_B4DGXR4OJ0I7wxPUe97MQ,34.044806210221026,-118.2403322164658,mexican,Mexican,1
"Mariscos El Pulpo",6,4.0,"Los Angeles",90021,zQLR4ysVoGQOp1ZozUfm2Q,34.03473,-118.24421,seafood,Seafood,1
"Placita Cafe",117,4.0,"Los Angeles",90012,MS2_MmU40l6eqbcQ-vHjtA,34.0588399,-118.23788,mexican,Mexican,1
"Catalina's Imports",1,5.0,"Los Angeles",90012,TKZAyBSPO4DvxfVH8iGvgg,34.057721,-118.237826,mexican,Mexican,1
"Lupitas Kitchen",5,4.0,"Los Angeles",90021,X2wlGI5hE44DnUg6TKBcYg,34.026834141259016,-118.24898681388655,mexican,Mexican,1
"El Paseo Inn",1358,4.0,"Los Angeles",90012,4Ttfvrc3S3xW1sxHF-oFPg,34.0574823572481,-118.237740052736,mexican,Mexican,1
"Las Anitas",216,3.5,"Los Angeles",90012,atUAQ-9rovSumS3uMDCDtQ,34.0572027862072,-118.238174468279,mexican,Mexican,1
"Mr Jalapeno Grill",1,5.0,"Los Angeles",90011,C-1MRfMcZ81nz4hZEyEOSQ,34.0216,-118.25267,mexican,Mexican,1
"Buongiorno Pizza E Pasta",1,5.0,"Los  Angeles",90011,4yfNlX3Ww2MNi1VXe7S0cw,34.02172,-118.25283,italian,Italian,1
"tacos el chivo",14,5.0,"Los Angeles",90021,VoK141m8ttQASdUk7L1GhA,34.03245,-118.24512,tacos,Tacos,1
"Juanita's Café",230,4.5,"Los Angeles",90012,rbf0tBXGRiD5J91l4nKbxA,34.0578385925657,-118.23752263465,mexican,Mexican,1
"Mexico Shop",1,5.0,"Los Angeles",90012,pnhPhBaN5n8gWXv08uWz1w,34.057875,-118.237494,mexican,Mexican,1
"Mr Churro",521,4.0,"Los Angeles",90012,T3ArkEkR4NaUTtIRvKq-Ww,34.0574680985545,-118.237440134918,bakeries,Bakeries,1
"Cielito Lindo",939,4.0,"Los Angeles",90012,RY_72fCN2JsR9pbTBJD-LQ,34.0572413,-118.2383631,mexican,Mexican,1
"El Delfin",77,4.0,"Los Angeles",90021,7vTqEt9WEv6diboZcHvvgA,34.025071,-118.2497788,mexican,Mexican,1
"Tire Shop Taqueria",578,4.5,"Los Angeles",90011,UUlGlPfy0FsReQ2LWWBSWw,34.00943435035074,-118.26549285178298,mexican,Mexican,1
"Tacos Gavilan",376,4.0,"Los Angeles",90011,wWceW36ZgYba1jMUv1JfRw,34.02393,-118.25037,mexican,Mexican,1
"La Fogata",17,5.0,"Los Angeles",90011,xPWSrdKqodeT1J8PJ-LE3Q,34.01875,-118.2545,mexican,Mexican,1
"El Rinconcito",1,5.0,"Los Angeles",90011,GAJPsH2eCEkHhP4BW9wy8g,34.00904,-118.26542,mexican,Mexican,1
"James Restaurant",2,5.0,"Los Angeles",90011,-hQnmaBCNg2YMzbvnyUf-w,34.0089798,-118.2654037,mexican,Mexican,1
"Los Jorges",4,5.0,"Los Angeles",90034,OTzPUw6HlXJK-CnPbDM8nA,34.02572,-118.394107,tacos,Tacos,1
Kayndaves,1307,3.5,"Culver City",90232,sr6S-enQo2uDl2KhBwIvSg,34.0250964,-118.3937963,mexican,Mexican,1
"El Asadero Poblano",1,5.0,"Los Angeles",90011,HuebiR152s6qkOJUP_y8XQ,34.00415906799212,-118.27221187967008,tacos,Tacos,1
"Chicas Tacos",183,4.0,"Culver City",90232,jKtbVKG3ODbZ8YCyOA99Rw,34.0250376,-118.3938404,tacos,Tacos,1
Mexicology,10,3.5,"Culver City",90232,q9p94zyYAkQdmcLTRUgQvg,34.024932259562505,-118.39398718378807,tacos,Tacos,1
"Ave 26 Tacos",69,4.0,"Los Angeles",90013,ZDZ7erc2V5XpJ-ltWEKqoQ,34.044515804282064,-118.23850211403006,foodstands,"Food Stands",1
"Yxta Cocina Mexicana",1172,4.0,"Los Angeles",90021,b1CxnE2kErynRw9PQ8G_9Q,34.0390802757744,-118.240427716488,mexican,Mexican,1
"Tacos Huetamo",1,5.0,"Los Angeles",90011,nwXHO-QwcD5COJ9VfhomgA,34.00289,-118.27319,tacos,Tacos,1
"Downtown Taco",88,3.0,"Los Angeles",90012,Z1VNi3DheErRrEltjVJ3ig,34.05027,-118.23785,tacos,Tacos,1
"Dona Estela",84,4.5,"Los Angeles",90013,ywubUTVw5TXt62Wjg6VWVw,34.04665951391384,-118.23765327226374,foodtrucks,"Food Trucks",1
"Vamonos Tacos",91,4.0,"Culver City",90232,UNwQeCBUS-B55kDhh-vMyA,34.0247492531492,-118.3947106,mexican,Mexican,1
"Angry Egret Dinette",65,4.5,"Los Angeles",90012,OcfkXxZk1hPLQMYWbhWZjA,34.066306,-118.2357132,sandwiches,Sandwiches,1
"Cerveteca Culver City",588,4.0,"Culver City",90232,ONwiXlLM3GlF0bcemeoE0w,34.0250944,-118.3952881,mexican,Mexican,1
Guisados,167,4.5,"Beverly Hills",90212,XnSa5BylQdcy0VwhmhTdPA,34.06647573851459,-118.407324291766,mexican,Mexican,1
"Gotta Eat Tacos",3,5.0,"Los Angeles",90039,s8yIyOFwp2T9ajaOgYmotg,34.0979,-118.24712,tacos,Tacos,1
"Chipotle Mexican Grill",238,3.0,"Culver City",90232,fWBfCcb_EbUNMowCEqoZRw,34.0233754,-118.3943383,mexican,Mexican,1
"Chevillo’s Mexican Cuisine",3,4.5,"Los Angeles",90013,kVnJhzU-kVTWUMUWtiQn_w,34.04599437020955,-118.2369482592775,mexican,Mexican,1
Salazar,1087,3.5,"Los Angeles",90039,98KeJCu_8XbfOXB1aRAW1A,34.107383201432945,-118.25442177303266,mexican,Mexican,1
"Los Dorados LA",5,4.0,"Los Angeles",90013,XuadB0XMF40n0tb_CWswtA,34.04584371512065,-118.2366593554616,tacos,Tacos,1
"Tacos Tumbras",9,4.5,"Los Angeles",90011,8tI2-dh2DBjtsd0zPtfFGw,34.00608,-118.26562,mexican,Mexican,1
"Cocina Yalan Na",2,2.5,"Los Angeles",90037,CgNXZnd6vENGTXKLQdRSLQ,33.9964261806022,-118.283293247223,latin,"Latin American",1
"Taqueria Mi Casita",15,4.5,"Los Angeles",90011,XCzoClutquFNj7cPKBWzwQ,34.0038127452135,-118.268895149231,mexican,Mexican,1
"Tacos El Potrero",2,5.0,"Los Angeles",90011,ctXjmpHBoi07_bUpeNySFQ,34.0037151,-118.268948,mexican,Mexican,1
"Taco Plus",273,3.5,"Los Angeles",90034,YHJTm4Z9kY7SBvPvLKR3PA,34.031244,-118.4005224,mexican,Mexican,1
Chicharroland,102,4.5,"Los Angeles",90037,encr0DAQTk026tnpBi7dfQ,34.0005895363191,-118.273852172009,mexican,Mexican,1
"MidEast Tacos",22,4.5,"Los Angeles",90021,T8-2IZ6DMr2VZ-kytrwjnw,34.0335465,-118.2405124,tacos,Tacos,1
"LA Cha Cha Chá",302,4.0,"Los Angeles",90013,UUL3cdDeCA0gZIa8lBO1zg,34.04558,-118.2357,mexican,Mexican,1
"LA Birria by Chef Anaya",104,4.0,"Los Angeles",90011,LCurKX4FcnHcVlhlRBUB8Q,34.01291,-118.25634,tacos,Tacos,1
"Jack in the Box",12,1.5,"Los Angeles",90043,6ZIrMWaFMksNzuy5KrOXEw,33.9888862365956,-118.318284004927,burgers,Burgers,1
Loqui,119,4.5,"Los Angeles",90013,eS1vk1koUiJPPiab-x2jaQ,34.0453919,-118.2357589,tacos,Tacos,1
"Gatos Tacos Burritos",1,5.0,"Los Angeles",90021,LFGqWIfuEuC3_yya93hydQ,34.0301485110544,-118.242001915947,foodstands,"Food Stands",1
"Oscarito's Catering",2,5.0,"Los Angeles",90021,Ivad15fbx3PI2XVFLzYSIw,34.0297050476074,-118.241943359375,foodtrucks,"Food Trucks",1
"Con Chile Y Limon",3,5.0,"Los Angeles",90043,myhzZa9NWkzGfbS0QOY1Dw,33.9888589377024,-118.3351676102155,foodtrucks,"Food Trucks",1
"Yayo Taco",47,4.5,"Los Angeles",90012,cU7dEooTJT5NmDt885yftA,34.0584824,-118.2325769,mexican,Mexican,1
"Taqueria San Miguel",8,5.0,"Los Angeles",90021,WlpSmAMY8QU7crdTNcCwyg,34.0282036742922,-118.2418775931,streetvendors,"Street Vendors",1
"Corazon LA",6,4.0,"Los Angeles",90012,fvR7aE7Hnt7k-HjQ0RZCPg,34.0510540725,-118.233089614,foodtrucks,"Food Trucks",1
"Tacos El Compita",65,4.5,"Los Angeles",90021,_RZVZBH7yxsbqYj2nQhOog,34.02741,-118.24225,foodtrucks,"Food Trucks",1
"Chile Verde",52,4.0,"Los Angeles",90047,h1GUHwPgJzGeejtxQrpPVQ,33.988114847376806,-118.3103003885998,mexican,Mexican,1
"El Pollo Loco",83,1.5,"Los Angeles",90011,PlOnrvjb2WpC35IamEyPkw,34.003649804063436,-118.26562494575582,hotdogs,"Fast Food",1
"Taco Volador",2,5.0,"Los Angeles",90011,-deNVvJ5s3MaYQXTB7XY8Q,34.010377,-118.256729,streetvendors,"Street Vendors",1
"EL GARABATO mexican food fusion",3,3.5,"Los Angeles",90047,Y8bIwDXgkTdBZ60qC-1R2A,33.9885,-118.30544,latin,"Latin American",1
"Tacos La Humadera Estilo Tijuana",10,5.0,"Los Angeles",90011,E64s70YSJ2LSV63vr6qGkw,34.01026,-118.25672,tacos,Tacos,1
"Carlos Taco Stand",2,5.0,"Los Angeles",90021,UnVC_w90NtAPMWxYXYK1wA,34.0221090541329,-118.245391886864,tacos,Tacos,1
"Tacos La Guerita",2,3.5,"Los Angeles",90021,LVsn6satfenBzm-tPyIlHg,34.0282588,-118.24005,foodstands,"Food Stands",1
Trujillo,4,3.5,"Los Angeles",90011,h4qD7JU_8f2SrWu-bXynHA,34.0099543333054,-118.256447687745,mexican,Mexican,1
"Restaurante El Compa",2,5.0,"Los Angeles",90011,E1zWzioirQzMoXkwd0_z-Q,34.0099749033141,-118.256334932696,mexican,Mexican,1
"Playas El Salvador",1,5.0,"Los Angeles",90011,GTJWg-EtQbHP1SMHrivIKw,34.009973,-118.256277,salvadoran,Salvadoran,1
"Mercado Hollywood",751,4.5,"Los Angeles",90068,bKeJWK8yxAo0x5y_0kGyVA,34.13166,-118.35262,mexican,Mexican,1
"Seasalt Fish Grill - Culver City",532,4.0,"Culver City",90232,oMB5s2JsCbI2B1xg2np6HA,34.0218135290607,-118.397776482596,seafood,Seafood,1
"Tacos And Burritos Pepe",7,4.5,"View Park-Windsor Hills",90043,i0gyBX9gyKobilPBwlwD4w,33.9888022543629,-118.342103516813,tacos,Tacos,1
"Tacos Elizalde",5,5.0,"Los Angeles",90011,wSdbNJeOtawbXYtsZ_9RtA,34.00455,-118.26009,tacos,Tacos,1
"Taquizas Alex",1,5.0,"Los Angeles",90011,FeiopPWsSt6XcZIo4NUsLg,34.0045509338379,-118.260093688965,tacos,Tacos,1
"Kary’s Tacos",8,5.0,"Los Angeles",90011,eMZ0tmpMQTLZrIabRaSQ-A,34.00752,-118.25866,tacos,Tacos,1
"South Tacos R&R",1,5.0,Ontario,91761,JRyXzzKHSmBnXPzGxLrogg,33.988722,-118.3003782,foodtrucks,"Food Trucks",1
"Tacos Villa Corona",692,4.0,"Los Angeles",90039,MXvGRmu3cJC53Mr9KdCvQw,34.117769,-118.261504,mexican,Mexican,1
"Tacos Don Eve",22,5.0,"Los Angeles",90011,l6mXbfWU0FOjdhR7BlCOMw,34.0090995,-118.2567233,mexican,Mexican,1
"Mini Birrieria",1,5.0,"Los Angeles",90011,PaGwcbkgcjucgiof8xoarA,34.00911,-118.2567,tacos,Tacos,1
"Lesmart Birreria",3,5.0,"Los Angeles",90011,sm0OufMROD1jGEB1KBOMFw,34.00911,-118.2567,popuprestaurants,"Pop-Up Restaurants",1
"Otro Dia Tacos  Barra De Tacos En LA",153,4.5,"Beverly Hills",90212,S7VUHeRl6k54SVuYkwZ_Mg,34.0654253513734,-118.411946436164,mexican,Mexican,1
"Frogtowns Gourmet Tacos",139,5.0,"Los Angeles",90039,KQZ8w5zpwzQIKKW9nfD9Bg,34.10544763577238,-118.24771651165665,tacos,Tacos,1
"Best Damn Breakfast Burrito",85,4.0,"Beverly Hills",90212,QuWGzZBMrlvPUCH-mrqZmw,34.065425,-118.41218,breakfast_brunch,"Breakfast & Brunch",1
"Sagrado Mezcaleria + Kitchen",35,4.5,"Los Angeles",90039,kW73uvEb7QCu9j9vHz3zwg,34.11790251145405,-118.26062756297848,mexican,Mexican,1
"Señorita's Tamales",37,5.0,"Los Angeles",90034,pkfizSmxGlsPxUjhKSEbfA,34.0301138864681,-118.402745592313,vegan,Vegan,1
"Mariscos La Corita",127,4.5,"Los Angeles",90011,_k7GvWRH72vd4N8b70uT9g,34.00225,-118.26484,mexican,Mexican,1
"Villa Taco",1,3.0,"Culver City",90034,Lu3I0Hi7aEuP3zmxmeZxVA,34.022435,-118.3999679,mexican,Mexican,1
Juquila,121,3.5,"Culver City",90232,TwTpkGyUeJoQTPp8e6mykA,34.022435,-118.3999679,mexican,Mexican,1
"Los Angeles Chilango Seafood",1,5.0,"Los Angeles",90034,6l3BO6BDUX4BF42CzVdO5w,34.0225499868393,-118.400360271335,foodtrucks,"Food Trucks",1
"El Pollo Loco",119,1.5,"Los Angeles",90044,a_Ak5gsTd8MP2DZlEksJ0Q,33.9894999,-118.29113242576027,hotdogs,"Fast Food",1
"Taqueria don Lupe",3,4.0,"Los Angeles",90037,wfduRAXHYWVq89tRKfmaNw,33.99406,-118.277923,mexican,Mexican,1
"La Que Si Llena Glendale Catering Truck",4,3.0,"Los Angeles",90039,tDTTqCL9ZziW7uPhr-thUQ,34.11072,-118.25059,foodtrucks,"Food Trucks",1
"Habanero Grill",67,3.0,"Los Angeles",90067,8jURHJTctipUi_WowRWsnQ,34.05842898847391,-118.413825449669,mexican,Mexican,1
"Puerto Angelito",3,2.5,"Los Angeles",90011,cYo3L5b32XHfqvXBEI7WFw,34.0012537,-118.2651251,mexican,Mexican,1
"Served 2 Enjoy",40,5.0,"Los Angeles",90011,078jd5_RRYZx7rsaSOyA_g,34.0008009,-118.265021,mexican,Mexican,1
"Jack in the Box",20,2.0,"Los Angeles",90044,fN9MDic769OVmbVp95rQ6Q,33.988875,-118.291839,burgers,Burgers,1
"Taco Bell",41,2.5,"Los Angeles",90044,NgaUcEPWdc7AO8UN1acCsQ,33.988961,-118.291501,mexican,Mexican,1
"Jack in the Box",41,2.0,"Los Angeles",90021,Rt0jJisnaK-jZ0qdYlyPkw,34.0250209582405,-118.23987364769,hotdogs,"Fast Food",1
"Taco Bell",17,1.5,"Los Angeles",90043,6spUeO5TDCynkchOvCXdOA,33.985148,-118.330693,mexican,Mexican,1
"Hugo's Tacos",634,3.0,"Atwater Village",90039,xzw8HmwAm9EWMOsF-K76fw,34.118824,-118.259368,mexican,Mexican,1
"Papa Pancho’s Tacos",5,5.0,"Los Angeles",90021,H7i3248SjMskwf46fKjusA,34.035018,-118.234296,tacos,Tacos,1
"Taste This LA",3,5.0,"Windsor Hills",90043,mCFBVvoZYGHAD6Rk1jESKA,33.98904,-118.35298,tacos,Tacos,1
"Taco Limon",40,3.0,"Los Angeles",90067,y1-aV-6cciJ_XHLg7G0pLQ,34.060654,-118.414457,mexican,Mexican,1
"Puerto Nuevo Restaurant",191,4.0,"Los Angeles",90043,xFfesHtX-QXc1-ZF4px-mw,33.9890149,-118.3533883,mexican,Mexican,1
"Rubens Tacos",126,3.5,"Los Angeles",90034,L74s_GpFBRZFMvWGBOFUsg,34.02199,-118.401354,mexican,Mexican,1
"Taco Bell",17,2.0,"Los Angeles",90011,4lOvxPDDOY0az_qGYnvmxw,34.006201,-118.256439,mexican,Mexican,1
"Tacos Mar Vista",30,4.5,"Los Angeles",90034,CsqMONBJ6MUWQRdlZVVMvw,34.0219593357969,-118.401505726125,foodtrucks,"Food Trucks",1
"Cemitas Catering",22,4.5,"Los Angeles",90034,6fOwPTHHf7UbqYdRS5kJZQ,34.0219177578916,-118.401525264178,foodtrucks,"Food Trucks",1
"Angelicas Cemitas Originales",55,4.5,"Los Angeles",90034,IY6-nRMpcygKVp2kOn63ww,34.02223,-118.4016,mexican,Mexican,1
"Carnitas Los 3 Puerquitos",19,4.5,"Los Angeles",90011,MR95CgCDxEBQfm1N-6E90A,34.004208,-118.25841,foodtrucks,"Food Trucks",1
"Chuy’s Tacos Dorados",257,4.5,"Los Angeles",90013,T2yz7XPwL8CpBUcwnHhfow,34.039411256649394,-118.23147529237171,tacos,Tacos,1
"La Chata Tacos",3,5.0,"Los Angeles",90021,QZhpW7iUAFvuOxIe6J3XSA,34.02697,-118.23727,tacos,Tacos,1
"Juan23 Food Truck",20,5.0,"Los Angeles",90068,1IE47dgpGWhyw1DqLgwRjg,34.13376,-118.3567745,foodtrucks,"Food Trucks",1
"El Flamin' Taco",60,4.0,"Los Angeles",90039,sDFS4nYIBhlFi3Xzo_6OaQ,34.12462,-118.2657,foodtrucks,"Food Trucks",1
"La Antorcha Restaurante y Pupuseria",3,4.5,"Los Angeles",90037,5myY5q2Ci4E-2hvhTowByQ,33.9940822057202,-118.274086794081,salvadoran,Salvadoran,1
"Margi Chimichangas",9,5.0,"Los Angeles",90013,_fOBQmfJEGC6ndCGZehdPQ,34.0353692637561,-118.23241877622752,foodtrucks,"Food Trucks",1
"Tacos El Carnal",3,5.0,"Los Angeles",90021,6zg6AGygHurISv-G3mJXoA,34.02221,-118.239795,foodstands,"Food Stands",1
"El Amoroso",242,3.5,"Los Angeles",90039,7mE0KbALy4JKVldNq5wnGw,34.1123188,-118.2493008,mexican,Mexican,1
"Tacos Duran",33,5.0,"Los Angeles",90021,qB0bRnhFZURclzBDDuZ4AQ,34.0213961630457,-118.240321894443,streetvendors,"Street Vendors",1
"Tacos El Carnal",7,3.5,"Los Angeles",90021,sH91QXnjim6UWeKVu2BOsQ,34.0225047,-118.239411,mexican,Mexican,1
"Gloria's Cafe",1685,4.0,"Los Angeles",90034,G8A7OaP9rcR3-vAWb_7G0Q,34.0214793,-118.4025151,mexican,Mexican,1
"Cemitas Poblanas",21,3.5,"Los Angeles",90011,5COo12Np3esVTBJPIpCjvg,33.996417092994,-118.268774346853,mexican,Mexican,1
"Mariscos Las Aguilas",2,4.0,"Los Angeles",90044,cmlAdgcBDGF538wNvaYIMw,33.9883810409298,-118.287327545874,foodstands,"Food Stands",1
"Peñaloza Mexican Restaurant",8,4.5,"Los Angeles",90021,yo_xnkVhWi7p7GoQ0aWAIw,34.02652,-118.23663,mexican,Mexican,1
"La Flor Del Sur Empacadores",2,5.0,"Los Angeles",90033,x6-aLwhRXRLXKnDEPQvCPg,34.0502717,-118.2275603,mexican,Mexican,1
"Tacos Juarez Estilo Tijuana",8,5.0,"Los Angeles",90037,CXP3Slpy0dDHcTQtAdSoZQ,33.99321,-118.27444,tacos,Tacos,1
"Guerrilla Tacos",931,4.0,"Los Angeles",90021,SNlf3YpKkDG-e4R9jkwLhA,34.034399,-118.232130253186,tacos,Tacos,1
"Antojitos Cocina Mexicana",559,3.0,"Universal City",91608,a5KvDCNBqX5UxuKTQY8ysw,34.13607,-118.35415,cocktailbars,"Cocktail Bars",1
"Tacos Los Carnales",56,4.0,"Los Angeles",90011,l54HPAd5PraebhSmaB36WA,34.0041,-118.256164,mexican,Mexican,1
"Jack in the Box",29,1.5,"Los Angeles",90011,wK44oC4Kba0vWN-bfkZyPA,34.00369,-118.25689,hotdogs,"Fast Food",1
"Grill & Brew",1,1.0,"Universal City",91602,PcZsBuGCow4lYfxZx2xYrw,34.1355,-118.35146,bbq,Barbeque,1
"Viva Taco Azteca Original",45,4.5,"Los Angeles",91342,xjtuHD3-hHe2M_oYsP5GcA,34.1254094038924,-118.265204839695,foodtrucks,"Food Trucks",1
"Taco Bell",18,3.0,"Universal City",91608,lEMbXqPnpA6s67apbr8K_Q,34.136342,-118.352152,tex-mex,Tex-Mex,NA
"El Ranchito Taco Truck",4,5.0,"Los Angeles",90033,8PM9bOr2I1i0uT4qEDwRQA,34.0475377,-118.227497,mexican,Mexican,NA
"Fuente Restaurant",43,3.5,"Los Angeles",90044,CyJTSB0KyD_0Rm7rAMxjow,33.9866103629108,-118.291323568684,mexican,Mexican,NA
"El Rinconcito de Mago",11,4.5,"Los Angeles",90058,M85k4ql2ytbKjVr_Cz3rSg,34.019674482423,-118.240189813077,mexican,Mexican,NA
"Pepe's Tacos",7,5.0,"Los Angeles",90011,_tDl_7eBJeixtv7pwZdnfQ,33.9944345151047,-118.270181268454,streetvendors,"Street Vendors",NA
"Tacos el Hermano",42,4.0,"Los Angeles",90033,ppS_MhoSK4KckpUDscssSg,34.0473899841309,-118.226928710938,mexican,Mexican,NA
"El Taco Grande",27,4.0,"Los Angeles",90011,wvjfymfnwnP1VFs_lL5JBQ,33.992294,-118.273598,mexican,Mexican,NA
"Manuel's Breakfast & Lunch",3,2.5,"Los Angeles",90012,L_FSoOxx8NWpemPFXgGzNA,34.0709261854572,-118.225873609262,streetvendors,"Street Vendors",NA
"Cocoy’s Mexican & American Food",1,5.0,"Los Angeles",90044,Ex4t7M8D-bSvkdYmFzcRmA,33.98557545881369,-118.29195472568685,mexican,Mexican,NA
"Fuego Grill",1,4.0,"Los Angeles",90044,tcDPEM7vd_SuowRWY9pJMw,33.985528,-118.291887,tradamerican,"American (Traditional)",NA
"Adrians Taco Trailer",53,4.5,"Los Angeles",90021,-JEqW3dxvfCAsOP-IjbsNA,34.0317476,-118.2319277,mexican,Mexican,NA
"Benny's Tacos & Rotisserie Chicken - Culver City",851,4.5,"Culver City",90232,iKCpdatfHBS4j7FfJNo1uA,34.020608,-118.404542,mexican,Mexican,2
"Poquito Más",423,3.5,"Studio City",91604,wD5YDkvpRQ5x-EYSfmYY-w,34.13474,-118.3615,mexican,Mexican,NA
"SaGu's Natural",2,5.0,"Los Angeles",90065,GkD1r-Vi2cKr_3bZKohszQ,34.099144388109,-118.235659562051,mexican,Mexican,NA
"Baja Fresh",110,2.5,"Los Angeles",90039,RalYlLHfgQl3rXtPFdOPig,34.126444056905,-118.263958692961,mexican,Mexican,NA
"La Estrella Mexican Food 2",1,5.0,"Los Angeles",90033,aJhZioM5AO-j6XqbZrsIHA,34.054613,-118.224588,mexican,Mexican,NA
"Primo Burgers",18,4.0,"Los Angeles",90047,82WCs3yjCEfYElzVJEnkgQ,33.98161,-118.30927,tacos,Tacos,NA
"Cosina Alambre 26",1,5.0,"Los Angeles",90034,K37ysgSUSHfYy9PNZCJqcg,34.02035,-118.40493,mexican,Mexican,NA
"Alameda Night Market",3,2.5,Vernon,90058,WaNwZ0pU_HDETCSlvpAk3A,34.01724,-118.24042,farmersmarket,"Farmers Market",NA
